site_os_id,race,Percent_Hospital,Percent_Region,Percent_State,outcome
17962,FL_Hispanic,0.41,0.33,0.43,3
17962,White,0.34,0.31,0.37,3
17962,Black,0.96,0.97,0.98,4
17962,FL_Hispanic,0.94,0.97,0.97,4
17962,White,0.97,0.97,0.98,4
17962,Black,0.99,0.98,0.98,5
17962,FL_Hispanic,0.99,0.99,0.98,5
17962,White,0.99,0.98,0.97,5
17962,Black,0.99,0.99,0.99,6
17962,FL_Hispanic,0.98,0.98,0.99,6
17962,White,1.00,0.99,0.99,6
17962,Black,1.00,0.95,0.97,7
17962,FL_Hispanic,1.00,1.00,0.98,7
17962,White,1.00,0.97,0.97,7
17962,Black,0.96,0.96,0.98,8
17962,FL_Hispanic,0.90,0.96,0.98,8
17962,White,0.97,0.97,0.97,8
17962,Black,1.00,0.99,0.97,9
17962,FL_Hispanic,1.00,1.00,0.97,9
17962,White,1.00,0.99,0.98,9
17962,Black,0.10,0.22,0.28,10
17962,FL_Hispanic,0.12,0.22,0.36,10
17962,White,0.13,0.34,0.36,10
17962,Black,0.12,0.28,0.46,11
17962,FL_Hispanic,0.31,0.35,0.68,11
17962,White,0.17,0.39,0.52,11
18185,Black,0.88,0.91,0.94,1
18185,FL_Hispanic,1.00,0.96,0.94,1
18185,White,0.88,0.91,0.93,1
18185,Black,1.00,1.00,0.96,2
18185,White,0.86,0.89,0.94,2
18185,Black,0.27,0.45,0.42,3
18185,White,0.50,0.42,0.37,3
18185,Black,1.00,0.99,0.98,4
18185,FL_Hispanic,1.00,1.00,0.97,4
18185,White,0.98,0.98,0.98,4
18185,Black,0.90,0.96,0.98,5
18185,FL_Hispanic,1.00,1.00,0.98,5
18185,White,0.93,0.95,0.97,5
18185,Black,1.00,0.98,0.99,6
18185,FL_Hispanic,1.00,0.95,0.99,6
18185,White,0.99,0.99,0.99,6
18185,Black,1.00,1.00,0.97,7
18185,White,1.00,0.98,0.97,7
18185,Black,0.97,0.95,0.98,8
18185,White,0.96,0.95,0.97,8
18185,Black,1.00,0.96,0.97,9
18185,White,1.00,0.99,0.98,9
18185,Black,0.40,0.32,0.28,10
18185,White,0.47,0.40,0.36,10
18185,White,0.32,0.49,0.52,11
20889,Black,1.00,0.93,0.94,1
20889,FL_Hispanic,1.00,0.92,0.94,1
20889,White,0.89,0.93,0.93,1
20889,White,0.88,0.94,0.94,2
20889,White,0.30,0.31,0.37,3
20889,Black,1.00,0.97,0.98,4
20889,FL_Hispanic,1.00,0.97,0.97,4
20889,White,0.96,0.97,0.98,4
20889,Black,1.00,0.98,0.98,5
20889,FL_Hispanic,1.00,0.99,0.98,5
20889,White,0.99,0.98,0.97,5
20889,Black,1.00,0.99,0.99,6
20889,FL_Hispanic,1.00,0.98,0.99,6
20889,White,0.95,0.99,0.99,6
20889,White,1.00,0.97,0.97,7
20889,Black,1.00,0.96,0.98,8
20889,FL_Hispanic,1.00,0.96,0.98,8
20889,White,1.00,0.97,0.97,8
20889,FL_Hispanic,1.00,1.00,0.97,9
20889,White,0.93,0.99,0.98,9
20889,Black,0.50,0.22,0.28,10
20889,White,0.59,0.34,0.36,10
20889,White,0.33,0.39,0.52,11
20908,Black,0.89,0.94,0.94,1
20908,FL_Hispanic,0.85,0.93,0.94,1
20908,White,0.92,0.94,0.93,1
20908,Black,1.00,0.98,0.96,2
20908,FL_Hispanic,1.00,0.97,0.97,2
20908,White,0.92,0.96,0.94,2
20908,Black,0.21,0.47,0.42,3
20908,FL_Hispanic,0.17,0.44,0.43,3
20908,White,0.35,0.43,0.37,3
20908,Black,1.00,0.97,0.98,4
20908,FL_Hispanic,0.88,0.97,0.97,4
20908,White,1.00,0.98,0.98,4
20908,Black,0.91,0.98,0.98,5
20908,FL_Hispanic,0.92,0.98,0.98,5
20908,White,0.96,0.97,0.97,5
20908,Black,1.00,0.99,0.99,6
20908,FL_Hispanic,0.92,0.99,0.99,6
20908,White,0.98,0.99,0.99,6
20908,Black,1.00,0.98,0.97,7
20908,FL_Hispanic,1.00,0.97,0.98,7
20908,White,1.00,0.97,0.97,7
20908,Black,0.97,0.99,0.98,8
20908,FL_Hispanic,1.00,0.98,0.98,8
20908,White,0.97,0.98,0.97,8
20908,Black,1.00,0.97,0.97,9
20908,FL_Hispanic,1.00,0.95,0.97,9
20908,White,1.00,0.99,0.98,9
20908,Black,0.29,0.32,0.28,10
20908,FL_Hispanic,0.36,0.43,0.36,10
20908,White,0.44,0.45,0.36,10
20908,Black,0.33,0.54,0.46,11
20908,White,0.43,0.66,0.52,11
22282,Black,0.86,0.94,0.94,1
22282,FL_Hispanic,0.87,0.93,0.94,1
22282,White,0.89,0.94,0.93,1
22282,Black,0.92,0.98,0.96,2
22282,FL_Hispanic,0.94,0.97,0.97,2
22282,White,1.00,0.96,0.94,2
22282,Black,0.65,0.47,0.42,3
22282,FL_Hispanic,0.84,0.44,0.43,3
22282,White,1.00,0.43,0.37,3
22282,Black,0.88,0.97,0.98,4
22282,FL_Hispanic,0.89,0.97,0.97,4
22282,White,0.90,0.98,0.98,4
22282,Black,0.97,0.98,0.98,5
22282,FL_Hispanic,0.99,0.98,0.98,5
22282,White,0.98,0.97,0.97,5
22282,Black,1.00,0.99,0.99,6
22282,FL_Hispanic,1.00,0.99,0.99,6
22282,White,1.00,0.99,0.99,6
22282,Black,1.00,0.98,0.97,7
22282,FL_Hispanic,0.89,0.97,0.98,7
22282,White,1.00,0.97,0.97,7
22282,Black,1.00,0.99,0.98,8
22282,FL_Hispanic,0.98,0.98,0.98,8
22282,White,0.96,0.98,0.97,8
22282,Black,0.86,0.97,0.97,9
22282,FL_Hispanic,0.88,0.95,0.97,9
22282,White,0.88,0.99,0.98,9
22282,Black,0.26,0.32,0.28,10
22282,FL_Hispanic,0.32,0.43,0.36,10
22282,White,0.38,0.45,0.36,10
22282,Black,0.47,0.54,0.46,11
22282,FL_Hispanic,0.48,0.76,0.68,11
22282,White,0.33,0.66,0.52,11
22865,Black,0.97,0.94,0.94,1
22865,FL_Hispanic,0.92,0.96,0.94,1
22865,White,0.90,0.94,0.93,1
22865,Black,1.00,0.90,0.96,2
22865,FL_Hispanic,1.00,0.97,0.97,2
22865,White,0.93,0.92,0.94,2
22865,Black,0.50,0.37,0.42,3
22865,FL_Hispanic,0.50,0.44,0.43,3
22865,White,0.32,0.34,0.37,3
22865,Black,0.97,0.98,0.98,4
22865,FL_Hispanic,1.00,0.98,0.97,4
22865,White,0.99,0.98,0.98,4
22865,Black,1.00,0.99,0.98,5
22865,FL_Hispanic,1.00,0.99,0.98,5
22865,White,0.96,0.98,0.97,5
22865,Black,1.00,1.00,0.99,6
22865,FL_Hispanic,0.95,0.99,0.99,6
22865,White,0.98,1.00,0.99,6
22865,Black,1.00,0.94,0.97,7
22865,FL_Hispanic,1.00,1.00,0.98,7
22865,White,0.96,0.97,0.97,7
22865,Black,1.00,0.99,0.98,8
22865,FL_Hispanic,0.86,0.98,0.98,8
22865,White,0.92,0.97,0.97,8
22865,Black,1.00,0.94,0.97,9
22865,FL_Hispanic,1.00,1.00,0.97,9
22865,White,0.95,0.95,0.98,9
22865,Black,0.36,0.22,0.28,10
22865,FL_Hispanic,0.29,0.20,0.36,10
22865,White,0.40,0.26,0.36,10
22865,Black,0.33,0.47,0.46,11
22865,FL_Hispanic,0.50,0.43,0.68,11
22865,White,0.38,0.44,0.52,11
25382,Black,0.93,0.94,0.94,1
25382,FL_Hispanic,1.00,0.96,0.94,1
25382,White,0.87,0.94,0.93,1
25382,Black,0.86,0.90,0.96,2
25382,White,0.90,0.92,0.94,2
25382,Black,0.41,0.37,0.42,3
25382,White,0.35,0.34,0.37,3
25382,Black,1.00,0.98,0.98,4
25382,FL_Hispanic,1.00,0.98,0.97,4
25382,White,0.96,0.98,0.98,4
25382,Black,0.96,0.99,0.98,5
25382,FL_Hispanic,1.00,0.99,0.98,5
25382,White,0.94,0.98,0.97,5
25382,Black,1.00,1.00,0.99,6
25382,FL_Hispanic,1.00,0.99,0.99,6
25382,White,1.00,1.00,0.99,6
25382,White,0.94,0.97,0.97,7
25382,Black,1.00,0.99,0.98,8
25382,FL_Hispanic,1.00,0.98,0.98,8
25382,White,0.94,0.97,0.97,8
25382,Black,1.00,0.94,0.97,9
25382,White,0.97,0.95,0.98,9
25382,Black,0.34,0.22,0.28,10
25382,White,0.30,0.26,0.36,10
25382,Black,0.43,0.47,0.46,11
25382,White,0.36,0.44,0.52,11
27785,Black,0.73,0.94,0.94,1
27785,FL_Hispanic,1.00,0.96,0.94,1
27785,White,0.97,0.94,0.93,1
27785,Black,1.00,0.90,0.96,2
27785,White,1.00,0.92,0.94,2
27785,Black,1.00,0.37,0.42,3
27785,White,0.34,0.34,0.37,3
27785,Black,0.92,0.98,0.98,4
27785,FL_Hispanic,1.00,0.98,0.97,4
27785,White,1.00,0.98,0.98,4
27785,Black,0.93,0.99,0.98,5
27785,FL_Hispanic,1.00,0.99,0.98,5
27785,White,0.98,0.98,0.97,5
27785,Black,1.00,1.00,0.99,6
27785,FL_Hispanic,1.00,0.99,0.99,6
27785,White,1.00,1.00,0.99,6
27785,Black,0.67,0.94,0.97,7
27785,FL_Hispanic,1.00,1.00,0.98,7
27785,White,0.97,0.97,0.97,7
27785,Black,0.91,0.99,0.98,8
27785,FL_Hispanic,1.00,0.98,0.98,8
27785,White,0.99,0.97,0.97,8
27785,Black,1.00,0.94,0.97,9
27785,White,1.00,0.95,0.98,9
27785,Black,0.13,0.22,0.28,10
27785,White,0.23,0.26,0.36,10
27785,Black,1.00,0.47,0.46,11
27785,White,0.50,0.44,0.52,11
29944,Black,0.77,0.91,0.94,1
29944,FL_Hispanic,0.86,0.96,0.94,1
29944,White,0.73,0.91,0.93,1
29944,Black,1.00,1.00,0.96,2
29944,White,0.63,0.89,0.94,2
29944,Black,0.33,0.45,0.42,3
29944,White,0.26,0.42,0.37,3
29944,Black,1.00,0.99,0.98,4
29944,FL_Hispanic,1.00,1.00,0.97,4
29944,White,0.96,0.98,0.98,4
29944,Black,0.92,0.96,0.98,5
29944,FL_Hispanic,1.00,1.00,0.98,5
29944,White,0.87,0.95,0.97,5
29944,Black,1.00,0.98,0.99,6
29944,FL_Hispanic,0.86,0.95,0.99,6
29944,White,1.00,0.99,0.99,6
29944,FL_Hispanic,1.00,1.00,0.98,7
29944,White,0.73,0.98,0.97,7
29944,Black,0.75,0.95,0.98,8
29944,FL_Hispanic,0.86,0.94,0.98,8
29944,White,0.87,0.95,0.97,8
29944,Black,1.00,0.96,0.97,9
29944,White,1.00,0.99,0.98,9
29944,Black,0.23,0.32,0.28,10
29944,White,0.26,0.40,0.36,10
29984,Black,0.95,0.94,0.94,1
29984,FL_Hispanic,0.98,0.96,0.94,1
29984,White,0.92,0.94,0.93,1
29984,Black,1.00,0.90,0.96,2
29984,FL_Hispanic,1.00,0.97,0.97,2
29984,White,0.83,0.92,0.94,2
29984,Black,0.33,0.37,0.42,3
29984,FL_Hispanic,0.33,0.44,0.43,3
29984,White,0.32,0.34,0.37,3
29984,Black,0.96,0.98,0.98,4
29984,FL_Hispanic,0.97,0.98,0.97,4
29984,White,0.98,0.98,0.98,4
29984,Black,1.00,0.99,0.98,5
29984,FL_Hispanic,1.00,0.99,0.98,5
29984,White,0.98,0.98,0.97,5
29984,Black,1.00,1.00,0.99,6
29984,FL_Hispanic,1.00,0.99,0.99,6
29984,White,0.99,1.00,0.99,6
29984,Black,1.00,0.94,0.97,7
29984,FL_Hispanic,1.00,1.00,0.98,7
29984,White,0.90,0.97,0.97,7
29984,Black,0.99,0.99,0.98,8
29984,FL_Hispanic,1.00,0.98,0.98,8
29984,White,0.98,0.97,0.97,8
29984,Black,1.00,0.94,0.97,9
29984,FL_Hispanic,1.00,1.00,0.97,9
29984,White,1.00,0.95,0.98,9
29984,Black,0.43,0.22,0.28,10
29984,FL_Hispanic,0.50,0.20,0.36,10
29984,White,0.50,0.26,0.36,10
29984,Black,0.56,0.47,0.46,11
29984,FL_Hispanic,0.71,0.43,0.68,11
29984,White,0.61,0.44,0.52,11
31167,Black,0.67,0.93,0.94,1
31167,FL_Hispanic,0.33,0.92,0.94,1
31167,White,0.76,0.93,0.93,1
31167,White,0.90,0.94,0.94,2
31167,White,0.33,0.31,0.37,3
31167,Black,0.83,0.97,0.98,4
31167,FL_Hispanic,0.67,0.97,0.97,4
31167,White,0.97,0.97,0.98,4
31167,Black,0.67,0.98,0.98,5
31167,FL_Hispanic,1.00,0.99,0.98,5
31167,White,0.85,0.98,0.97,5
31167,Black,0.80,0.99,0.99,6
31167,FL_Hispanic,0.67,0.98,0.99,6
31167,White,0.96,0.99,0.99,6
31167,Black,1.00,0.95,0.97,7
31167,White,0.96,0.97,0.97,7
31167,Black,1.00,0.96,0.98,8
31167,FL_Hispanic,1.00,0.96,0.98,8
31167,White,0.91,0.97,0.97,8
31167,Black,1.00,0.99,0.97,9
31167,FL_Hispanic,1.00,1.00,0.97,9
31167,White,1.00,0.99,0.98,9
31167,Black,0.40,0.22,0.28,10
31167,FL_Hispanic,0.50,0.22,0.36,10
31167,White,0.44,0.34,0.36,10
31190,Black,0.96,0.94,0.94,1
31190,FL_Hispanic,0.96,0.93,0.94,1
31190,White,0.90,0.94,0.93,1
31190,Black,1.00,0.98,0.96,2
31190,FL_Hispanic,1.00,0.97,0.97,2
31190,White,1.00,0.96,0.94,2
31190,Black,0.80,0.47,0.42,3
31190,FL_Hispanic,0.32,0.44,0.43,3
31190,White,0.23,0.43,0.37,3
31190,Black,1.00,0.97,0.98,4
31190,FL_Hispanic,0.99,0.97,0.97,4
31190,White,0.95,0.98,0.98,4
31190,Black,0.96,0.98,0.98,5
31190,FL_Hispanic,1.00,0.98,0.98,5
31190,White,0.99,0.97,0.97,5
31190,Black,1.00,0.99,0.99,6
31190,FL_Hispanic,0.99,0.99,0.99,6
31190,White,1.00,0.99,0.99,6
31190,Black,1.00,0.98,0.97,7
31190,FL_Hispanic,0.95,0.97,0.98,7
31190,White,0.95,0.97,0.97,7
31190,Black,0.94,0.99,0.98,8
31190,FL_Hispanic,0.97,0.98,0.98,8
31190,White,0.94,0.98,0.97,8
31190,Black,1.00,0.97,0.97,9
31190,FL_Hispanic,1.00,0.95,0.97,9
31190,White,1.00,0.99,0.98,9
31190,Black,0.37,0.32,0.28,10
31190,FL_Hispanic,0.38,0.43,0.36,10
31190,White,0.34,0.45,0.36,10
31190,Black,0.50,0.54,0.46,11
31190,FL_Hispanic,0.82,0.76,0.68,11
31190,White,0.60,0.66,0.52,11
31193,Black,1.00,0.93,0.94,1
31193,FL_Hispanic,1.00,0.92,0.94,1
31193,White,0.98,0.93,0.93,1
31193,White,1.00,0.94,0.94,2
31193,White,0.28,0.31,0.37,3
31193,Black,1.00,0.97,0.98,4
31193,FL_Hispanic,1.00,0.97,0.97,4
31193,White,1.00,0.97,0.98,4
31193,Black,1.00,0.98,0.98,5
31193,FL_Hispanic,1.00,0.99,0.98,5
31193,White,1.00,0.98,0.97,5
31193,Black,1.00,0.99,0.99,6
31193,FL_Hispanic,1.00,0.98,0.99,6
31193,White,1.00,0.99,0.99,6
31193,Black,1.00,0.95,0.97,7
31193,White,0.95,0.97,0.97,7
31193,Black,1.00,0.96,0.98,8
31193,FL_Hispanic,1.00,0.96,0.98,8
31193,White,0.99,0.97,0.97,8
31193,Black,1.00,0.99,0.97,9
31193,White,1.00,0.99,0.98,9
31193,White,0.93,0.34,0.36,10
31193,White,0.18,0.39,0.52,11
31228,Black,0.78,0.91,0.94,1
31228,FL_Hispanic,1.00,0.96,0.94,1
31228,White,0.92,0.91,0.93,1
31228,Black,1.00,1.00,0.96,2
31228,White,0.75,0.89,0.94,2
31228,Black,0.50,0.45,0.42,3
31228,FL_Hispanic,1.00,0.50,0.43,3
31228,White,0.46,0.42,0.37,3
31228,Black,0.98,0.99,0.98,4
31228,FL_Hispanic,1.00,1.00,0.97,4
31228,White,1.00,0.98,0.98,4
31228,Black,0.98,0.96,0.98,5
31228,FL_Hispanic,1.00,1.00,0.98,5
31228,White,0.96,0.95,0.97,5
31228,Black,0.93,0.98,0.99,6
31228,FL_Hispanic,1.00,0.95,0.99,6
31228,White,0.94,0.99,0.99,6
31228,Black,1.00,1.00,0.97,7
31228,White,1.00,0.98,0.97,7
31228,Black,0.83,0.95,0.98,8
31228,FL_Hispanic,1.00,0.94,0.98,8
31228,White,0.89,0.95,0.97,8
31228,Black,0.88,0.96,0.97,9
31228,FL_Hispanic,1.00,1.00,0.97,9
31228,White,1.00,0.99,0.98,9
31228,Black,0.11,0.32,0.28,10
31228,White,0.30,0.40,0.36,10
31228,Black,0.67,0.42,0.46,11
31228,White,0.33,0.49,0.52,11
32647,Black,1.00,0.94,0.94,1
32647,FL_Hispanic,1.00,0.93,0.94,1
32647,White,0.97,0.94,0.93,1
32647,Black,1.00,0.98,0.96,2
32647,FL_Hispanic,1.00,0.97,0.97,2
32647,White,0.95,0.96,0.94,2
32647,Black,0.30,0.47,0.42,3
32647,FL_Hispanic,0.67,0.44,0.43,3
32647,White,0.43,0.43,0.37,3
32647,Black,1.00,0.97,0.98,4
32647,FL_Hispanic,1.00,0.97,0.97,4
32647,White,0.99,0.98,0.98,4
32647,Black,1.00,0.98,0.98,5
32647,FL_Hispanic,1.00,0.98,0.98,5
32647,White,1.00,0.97,0.97,5
32647,Black,1.00,0.99,0.99,6
32647,FL_Hispanic,1.00,0.99,0.99,6
32647,White,1.00,0.99,0.99,6
32647,Black,1.00,0.98,0.97,7
32647,White,0.95,0.97,0.97,7
32647,Black,1.00,0.99,0.98,8
32647,FL_Hispanic,1.00,0.98,0.98,8
32647,White,0.99,0.98,0.97,8
32647,Black,1.00,0.97,0.97,9
32647,White,1.00,0.99,0.98,9
32647,Black,0.30,0.32,0.28,10
32647,FL_Hispanic,0.45,0.43,0.36,10
32647,White,0.40,0.45,0.36,10
32647,Black,0.33,0.54,0.46,11
32647,FL_Hispanic,0.75,0.76,0.68,11
32647,White,0.92,0.66,0.52,11
33568,Black,0.86,0.94,0.94,1
33568,FL_Hispanic,0.91,0.93,0.94,1
33568,White,0.88,0.94,0.93,1
33568,Black,1.00,0.98,0.96,2
33568,White,1.00,0.96,0.94,2
33568,Black,1.00,0.47,0.42,3
33568,White,0.40,0.43,0.37,3
33568,Black,1.00,0.97,0.98,4
33568,FL_Hispanic,0.90,0.97,0.97,4
33568,White,0.94,0.98,0.98,4
33568,Black,0.89,0.98,0.98,5
33568,FL_Hispanic,1.00,0.98,0.98,5
33568,White,0.95,0.97,0.97,5
33568,Black,1.00,0.99,0.99,6
33568,FL_Hispanic,1.00,0.99,0.99,6
33568,White,0.99,0.99,0.99,6
33568,Black,1.00,0.98,0.97,7
33568,White,0.96,0.97,0.97,7
33568,Black,0.91,0.99,0.98,8
33568,FL_Hispanic,1.00,0.98,0.98,8
33568,White,0.98,0.98,0.97,8
33568,Black,1.00,0.97,0.97,9
33568,FL_Hispanic,1.00,0.95,0.97,9
33568,White,1.00,0.99,0.98,9
33568,Black,0.22,0.32,0.28,10
33568,FL_Hispanic,0.20,0.43,0.36,10
33568,White,0.25,0.45,0.36,10
33568,Black,0.75,0.54,0.46,11
33568,White,0.50,0.66,0.52,11
33607,Black,1.00,0.94,0.94,1
33607,FL_Hispanic,1.00,0.93,0.94,1
33607,White,0.98,0.94,0.93,1
33607,FL_Hispanic,1.00,0.97,0.97,2
33607,White,1.00,0.96,0.94,2
33607,FL_Hispanic,0.60,0.44,0.43,3
33607,White,0.60,0.43,0.37,3
33607,Black,1.00,0.97,0.98,4
33607,FL_Hispanic,1.00,0.97,0.97,4
33607,White,0.98,0.98,0.98,4
33607,Black,1.00,0.98,0.98,5
33607,FL_Hispanic,1.00,0.98,0.98,5
33607,White,0.99,0.97,0.97,5
33607,Black,1.00,0.99,0.99,6
33607,FL_Hispanic,1.00,0.99,0.99,6
33607,White,1.00,0.99,0.99,6
33607,FL_Hispanic,1.00,0.97,0.98,7
33607,White,1.00,0.97,0.97,7
33607,FL_Hispanic,1.00,0.98,0.98,8
33607,White,1.00,0.98,0.97,8
33607,FL_Hispanic,1.00,0.95,0.97,9
33607,White,1.00,0.99,0.98,9
33607,FL_Hispanic,0.50,0.43,0.36,10
33607,White,0.38,0.45,0.36,10
33607,FL_Hispanic,0.67,0.76,0.68,11
33607,White,0.74,0.66,0.52,11
34227,Black,0.96,0.94,0.94,1
34227,FL_Hispanic,0.80,0.96,0.94,1
34227,White,0.95,0.94,0.93,1
34227,Black,0.50,0.90,0.96,2
34227,FL_Hispanic,0.75,0.97,0.97,2
34227,White,0.88,0.92,0.94,2
34227,Black,0.25,0.37,0.42,3
34227,FL_Hispanic,0.60,0.44,0.43,3
34227,White,0.21,0.34,0.37,3
34227,Black,1.00,0.98,0.98,4
34227,FL_Hispanic,0.86,0.98,0.97,4
34227,White,0.98,0.98,0.98,4
34227,Black,1.00,0.99,0.98,5
34227,FL_Hispanic,1.00,0.99,0.98,5
34227,White,0.99,0.98,0.97,5
34227,Black,1.00,1.00,0.99,6
34227,FL_Hispanic,1.00,0.99,0.99,6
34227,White,1.00,1.00,0.99,6
34227,Black,1.00,0.94,0.97,7
34227,FL_Hispanic,1.00,1.00,0.98,7
34227,White,1.00,0.97,0.97,7
34227,Black,1.00,0.99,0.98,8
34227,FL_Hispanic,1.00,0.98,0.98,8
34227,White,0.99,0.97,0.97,8
34227,Black,1.00,0.94,0.97,9
34227,FL_Hispanic,1.00,1.00,0.97,9
34227,White,0.96,0.95,0.98,9
34227,Black,0.17,0.22,0.28,10
34227,FL_Hispanic,0.20,0.20,0.36,10
34227,White,0.21,0.26,0.36,10
34227,FL_Hispanic,1.00,0.43,0.68,11
34227,White,0.89,0.44,0.52,11
34271,Black,0.80,0.91,0.94,1
34271,FL_Hispanic,1.00,0.96,0.94,1
34271,White,0.92,0.91,0.93,1
34271,Black,1.00,1.00,0.96,2
34271,White,1.00,0.89,0.94,2
34271,Black,1.00,0.45,0.42,3
34271,White,0.07,0.42,0.37,3
34271,Black,1.00,0.99,0.98,4
34271,FL_Hispanic,1.00,1.00,0.97,4
34271,White,0.99,0.98,0.98,4
34271,Black,0.80,0.96,0.98,5
34271,FL_Hispanic,1.00,1.00,0.98,5
34271,White,0.96,0.95,0.97,5
34271,Black,1.00,0.98,0.99,6
34271,FL_Hispanic,1.00,0.95,0.99,6
34271,White,1.00,0.99,0.99,6
34271,White,1.00,0.98,0.97,7
34271,Black,1.00,0.95,0.98,8
34271,FL_Hispanic,1.00,0.94,0.98,8
34271,White,0.97,0.95,0.97,8
34271,White,1.00,0.99,0.98,9
34271,Black,0.20,0.32,0.28,10
34271,White,0.30,0.40,0.36,10
34271,Black,0.50,0.42,0.46,11
34271,White,1.00,0.49,0.52,11
35507,Black,0.96,0.93,0.94,1
35507,FL_Hispanic,1.00,0.92,0.94,1
35507,White,0.97,0.93,0.93,1
35507,Black,1.00,0.96,0.96,2
35507,FL_Hispanic,1.00,0.94,0.97,2
35507,White,1.00,0.94,0.94,2
35507,Black,0.25,0.32,0.42,3
35507,FL_Hispanic,1.00,0.33,0.43,3
35507,White,0.45,0.31,0.37,3
35507,Black,1.00,0.97,0.98,4
35507,FL_Hispanic,1.00,0.97,0.97,4
35507,White,0.98,0.97,0.98,4
35507,Black,0.96,0.98,0.98,5
35507,FL_Hispanic,1.00,0.99,0.98,5
35507,White,1.00,0.98,0.97,5
35507,Black,1.00,0.99,0.99,6
35507,FL_Hispanic,1.00,0.98,0.99,6
35507,White,0.98,0.99,0.99,6
35507,Black,1.00,0.95,0.97,7
35507,FL_Hispanic,1.00,1.00,0.98,7
35507,White,0.98,0.97,0.97,7
35507,Black,1.00,0.96,0.98,8
35507,FL_Hispanic,1.00,0.96,0.98,8
35507,White,0.99,0.97,0.97,8
35507,Black,1.00,0.99,0.97,9
35507,White,1.00,0.99,0.98,9
35507,Black,0.37,0.22,0.28,10
35507,FL_Hispanic,0.57,0.22,0.36,10
35507,White,0.41,0.34,0.36,10
35507,Black,1.00,0.28,0.46,11
35507,FL_Hispanic,1.00,0.35,0.68,11
35507,White,0.70,0.39,0.52,11
37214,Black,0.98,0.94,0.94,1
37214,FL_Hispanic,0.92,0.93,0.94,1
37214,White,0.97,0.94,0.93,1
37214,Black,1.00,0.98,0.96,2
37214,FL_Hispanic,1.00,0.97,0.97,2
37214,White,0.92,0.96,0.94,2
37214,Black,0.52,0.47,0.42,3
37214,FL_Hispanic,1.00,0.44,0.43,3
37214,White,0.46,0.43,0.37,3
37214,Black,0.98,0.97,0.98,4
37214,FL_Hispanic,1.00,0.97,0.97,4
37214,White,1.00,0.98,0.98,4
37214,Black,0.99,0.98,0.98,5
37214,FL_Hispanic,0.92,0.98,0.98,5
37214,White,0.99,0.97,0.97,5
37214,Black,1.00,0.99,0.99,6
37214,FL_Hispanic,1.00,0.99,0.99,6
37214,White,1.00,0.99,0.99,6
37214,Black,1.00,0.98,0.97,7
37214,FL_Hispanic,1.00,0.97,0.98,7
37214,White,1.00,0.97,0.97,7
37214,Black,1.00,0.99,0.98,8
37214,FL_Hispanic,1.00,0.98,0.98,8
37214,White,0.98,0.98,0.97,8
37214,Black,1.00,0.97,0.97,9
37214,FL_Hispanic,1.00,0.95,0.97,9
37214,White,1.00,0.99,0.98,9
37214,Black,0.30,0.32,0.28,10
37214,FL_Hispanic,0.33,0.43,0.36,10
37214,White,0.34,0.45,0.36,10
37214,Black,0.36,0.54,0.46,11
37214,FL_Hispanic,0.50,0.76,0.68,11
37214,White,0.38,0.66,0.52,11
37454,Black,0.95,0.94,0.94,1
37454,FL_Hispanic,0.96,0.96,0.94,1
37454,White,0.95,0.94,0.93,1
37454,Black,1.00,0.90,0.96,2
37454,FL_Hispanic,1.00,0.97,0.97,2
37454,White,1.00,0.92,0.94,2
37454,Black,0.50,0.37,0.42,3
37454,FL_Hispanic,0.67,0.44,0.43,3
37454,White,0.35,0.34,0.37,3
37454,Black,0.97,0.98,0.98,4
37454,FL_Hispanic,1.00,0.98,0.97,4
37454,White,0.99,0.98,0.98,4
37454,Black,0.95,0.99,0.98,5
37454,FL_Hispanic,1.00,0.99,0.98,5
37454,White,0.99,0.98,0.97,5
37454,Black,1.00,1.00,0.99,6
37454,FL_Hispanic,0.95,0.99,0.99,6
37454,White,0.99,1.00,0.99,6
37454,Black,1.00,0.94,0.97,7
37454,FL_Hispanic,1.00,1.00,0.98,7
37454,White,0.95,0.97,0.97,7
37454,Black,1.00,0.99,0.98,8
37454,FL_Hispanic,1.00,0.98,0.98,8
37454,White,0.98,0.97,0.97,8
37454,Black,1.00,0.94,0.97,9
37454,FL_Hispanic,1.00,1.00,0.97,9
37454,White,0.90,0.95,0.98,9
37454,Black,0.08,0.22,0.28,10
37454,White,0.09,0.26,0.36,10
37454,FL_Hispanic,0.50,0.43,0.68,11
37454,White,0.33,0.44,0.52,11
37474,Black,1.00,0.94,0.94,1
37474,FL_Hispanic,1.00,0.96,0.94,1
37474,White,0.92,0.94,0.93,1
37474,Black,1.00,0.98,0.98,4
37474,FL_Hispanic,1.00,0.98,0.97,4
37474,White,0.91,0.98,0.98,4
37474,Black,1.00,0.99,0.98,5
37474,FL_Hispanic,1.00,0.99,0.98,5
37474,White,1.00,0.98,0.97,5
37474,Black,1.00,1.00,0.99,6
37474,FL_Hispanic,1.00,0.99,0.99,6
37474,White,0.91,1.00,0.99,6
37474,White,1.00,0.97,0.97,7
37474,Black,1.00,0.99,0.98,8
37474,FL_Hispanic,1.00,0.98,0.98,8
37474,White,1.00,0.97,0.97,8
37474,Black,1.00,0.94,0.97,9
37474,White,1.00,0.95,0.98,9
37474,White,0.09,0.26,0.36,10
37475,Black,1.00,0.94,0.94,1
